,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,probable_productivity
34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.75,19.87,944.0,6600.0,45.0,0.0,0.0,0.0,55.0,0.75024303,1.00032404
35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.7,4.15,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.7018125,1.0025892857142857
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.7,23.69,544.0,13800.0,0.0,0.0,0.0,0.0,60.0,0.700134038,1.0001914828571428
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.7,28.08,1072.0,6900.0,40.0,0.0,0.0,0.0,57.5,0.699965217,0.9999503100000001
38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.628333333,0.7854166662500001
39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.6253125,0.781640625
40,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,4.15,1039.0,1560.0,0.0,0.0,0.0,0.0,8.0,0.991388889,1.321851852
41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.931645833,1.16455729125
42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.915229167,1.14403645875
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8,11.61,539.0,6975.0,50.0,0.0,0.0,0.0,31.0,0.879714482,1.0996431025
44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.8,3.94,1039.0,6600.0,0.0,0.0,0.0,0.0,20.0,0.861679012,1.077098765
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.8,26.16,1278.0,7080.0,60.0,0.0,0.0,0.0,59.0,0.850569492,1.063211865
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.8,25.9,1227.0,7020.0,60.0,0.0,0.0,0.0,56.5,0.850436438,1.0630455475
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.8,25.9,1039.0,6780.0,45.0,0.0,0.0,0.0,56.5,0.850345133,1.0629314162499999
48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.8,28.08,878.0,4260.0,50.0,0.0,0.0,0.0,55.5,0.800598058,1.0007475725
49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,26.16,1033.0,7080.0,63.0,0.0,0.0,0.0,59.0,0.800318644,1.0003983049999998
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,28.08,782.0,6660.0,50.0,0.0,0.0,0.0,55.5,0.800237838,1.0002972975
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.8,11.61,1216.0,6975.0,50.0,0.0,0.0,0.0,31.0,0.800030199,1.00003774875
52,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.792104167,0.9901302087499999
53,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.7,3.94,1039.0,4320.0,0.0,0.0,0.0,0.0,18.0,0.759228395,1.084611992857143
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.75,19.31,513.0,6480.0,45.0,0.0,0.0,0.0,54.0,0.750348457,1.0004646093333334
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,19.87,734.0,6600.0,45.0,0.0,0.0,0.0,55.0,0.75024303,1.00032404
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.7,28.08,1202.0,6900.0,40.0,0.0,0.0,0.0,57.5,0.699965217,0.9999503100000001
57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.682708333,0.85338541625
58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.8,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.667604167,0.83450520875
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.7,45.67,884.0,6960.0,26.0,0.0,0.0,0.0,58.0,0.603432184,0.8620459771428571
60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.75,4.15,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.345833333,0.4611111106666667
61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,3.94,1039.0,1920.0,0.0,0.0,0.0,0.0,8.0,0.961059028,1.2013237849999998
62,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8,3.94,1039.0,2400.0,0.0,0.0,0.0,0.0,10.0,0.939513889,1.17439236125
63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,3.94,1039.0,3840.0,0.0,0.0,0.0,0.0,16.0,0.893663194,1.1170789925
64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,4.15,1039.0,1920.0,0.0,0.0,0.0,0.0,8.0,0.875390625,1.1671875
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,26.16,1227.0,7080.0,75.0,0.0,0.0,0.0,59.0,0.850569492,1.063211865
66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,2.9,1039.0,1920.0,0.0,0.0,0.0,0.0,8.0,0.820833333,1.02604166625
67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.804416667,1.00552083375
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,25.9,1255.0,6780.0,50.0,0.0,0.0,0.0,56.5,0.800684366,1.0008554575
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,25.9,1047.0,6780.0,38.0,0.0,0.0,0.0,56.5,0.800684366,1.0008554575
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,26.16,1138.0,7080.0,63.0,0.0,0.0,0.0,59.0,0.800318644,1.0003983049999998
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8,19.31,678.0,4800.0,50.0,0.0,0.0,0.0,55.0,0.800250962,1.0003137025
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,11.61,712.0,7200.0,50.0,0.0,0.0,0.0,32.0,0.800246011,1.00030751375
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.8,11.61,1037.0,7200.0,50.0,0.0,0.0,0.0,32.0,0.800246011,1.00030751375
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,28.08,757.0,6900.0,50.0,0.0,0.0,0.0,57.5,0.800076522,1.0000956525
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,28.08,759.0,6900.0,50.0,0.0,0.0,0.0,57.5,0.800076522,1.0000956525
76,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.75,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.763375,1.0178333333333334
77,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.759270833,1.2654513883333334
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.75,28.08,1083.0,7020.0,45.0,0.0,0.0,0.0,58.5,0.7504,1.0005333333333333
79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,19.87,944.0,6600.0,45.0,0.0,0.0,0.0,55.0,0.75024303,1.00032404
80,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,3.94,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.676666667,0.8458333337499999
81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,960.0,0.0,0.0,0.0,0.0,8.0,0.664583333,0.83072916625
82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6,21.98,666.0,6960.0,23.0,0.0,0.0,0.0,58.0,0.600028736,1.0000478933333332
83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.8,3.94,1039.0,4440.0,0.0,0.0,0.0,0.0,18.0,0.966781346,1.2084766825
84,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.936496212,1.170620265
85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.75,4.15,1039.0,1800.0,0.0,0.0,0.0,0.0,10.0,0.899166667,1.1988888893333334
86,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.8,4.15,1039.0,2700.0,0.0,0.0,0.0,0.0,15.0,0.888686869,1.11085858625
87,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939,1.07267992375
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,26.16,1187.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.8,26.16,1305.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
90,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.75,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.809640152,1.0795202026666666
91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.805909091,1.0073863637499998
92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,28.08,716.0,10350.0,50.0,0.0,0.0,0.0,57.5,0.800594466,1.0007430824999999
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.8,28.08,925.0,10350.0,50.0,0.0,0.0,0.0,57.5,0.800594466,1.0007430824999999
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.8,19.87,963.0,9900.0,50.0,0.0,0.0,0.0,55.0,0.800273829,1.00034228625
95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.8,11.61,1101.0,5310.0,50.0,0.0,0.0,0.0,31.5,0.800140969,1.00017621125
96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.8,25.9,1035.0,10170.0,38.0,0.0,0.0,0.0,56.5,0.800128721,1.00016090125
97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,25.9,1083.0,10170.0,38.0,0.0,0.0,0.0,56.5,0.800128721,1.00016090125
98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.8,11.61,910.0,4470.0,38.0,0.0,0.0,0.0,31.5,0.80007657,1.0000957124999998
99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.75,28.08,1209.0,10530.0,45.0,0.0,0.0,0.0,58.5,0.750545455,1.0007272733333334
100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.75,19.31,590.0,9900.0,45.0,0.0,0.0,0.0,55.0,0.750057851,1.0000771346666666
101,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.681060606,0.8513257575
102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.65,21.98,808.0,10440.0,35.0,0.0,0.0,0.0,58.0,0.649983281,0.9999742784615384
103,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.61625,0.7703125
104,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.951420455,1.18927556875
105,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.880530303,1.10066287875
106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,26.16,1179.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.8,26.16,1324.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.8,25.9,1135.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
109,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.75,4.15,1039.0,2700.0,0.0,0.0,0.0,0.0,15.0,0.83,1.1066666666666667
110,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.8,3.94,1039.0,4440.0,0.0,0.0,0.0,0.0,18.0,0.827186544,1.03398318
111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.813371212,1.0167140149999998
112,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.75,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.805909091,1.0745454546666666
113,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.804640152,1.00580019
114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.8,28.08,776.0,10350.0,63.0,0.0,0.0,0.0,57.5,0.800594466,1.0007430824999999
115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.8,28.08,990.0,10350.0,50.0,0.0,0.0,0.0,57.5,0.800594466,1.0007430824999999
116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.8,11.41,986.0,5490.0,50.0,0.0,0.0,0.0,30.5,0.800343766,1.0004297075
117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8,19.87,924.0,9900.0,50.0,0.0,0.0,0.0,55.0,0.800273829,1.00034228625
118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.8,11.61,1120.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753,1.00030844125
119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.8,25.9,1066.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.800128721,1.00016090125
